# key	thai
WeaponParts.Name.110423	นักล่าสมบัติ
WeaponParts.Name.110424	นักล่าสมบัติ
WeaponParts.Name.110431	ลำกล้องรุ่นเก่า
WeaponParts.Name.110432	ลำกล้องรุ่นเก่า
WeaponParts.Name.110433	ลำกล้องรุ่นเก่า
WeaponParts.Name.110434	ลำกล้องรุ่นเก่า
WeaponParts.Name.110441	จี้อุ้งเท้าแมว
WeaponParts.Name.110442	จี้อุ้งเท้าแมว
WeaponParts.Name.110443	จี้อุ้งเท้าแมว
WeaponParts.Name.110444	จี้อุ้งเท้าแมว
WeaponParts.Name.110451	นักล่าปีศาจ
WeaponParts.Name.110452	นักล่าปีศาจ
WeaponParts.Name.110453	นักล่าปีศาจ
WeaponParts.Name.110454	นักล่าปีศาจ
WeaponParts.Name.110461	ทลายน้ำแข็ง
WeaponParts.Name.110462	ทลายน้ำแข็ง
WeaponParts.Name.110463	ทลายน้ำแข็ง
WeaponParts.Name.110464	ทลายน้ำแข็ง
WeaponParts.Name.110471	หยกหิมะ
WeaponParts.Name.110472	หยกหิมะ
WeaponParts.Name.110473	หยกหิมะ
WeaponParts.Name.110474	หยกหิมะ
WeaponParts.Name.110481	การ์ดเหล็กเพลิง
WeaponParts.Name.110482	การ์ดเหล็กเพลิง
WeaponParts.Name.110483	การ์ดเหล็กเพลิง
WeaponParts.Name.110484	การ์ดเหล็กเพลิง
WeaponParts.Name.110491	ตาแม่น
WeaponParts.Name.110492	ตาแม่น
WeaponParts.Name.110493	ตาแม่น
WeaponParts.Name.110494	ตาแม่น
WeaponParts.Name.110501	ทูตเยือกแข็ง
WeaponParts.Name.110502	ทูตเยือกแข็ง
WeaponParts.Name.110503	ทูตเยือกแข็ง
WeaponParts.Name.110504	ทูตเยือกแข็ง
WeaponParts.Name.110511	เยือกแข็งฉับพลัน
WeaponParts.Name.110512	เยือกแข็งฉับพลัน
WeaponParts.Name.110513	เยือกแข็งฉับพลัน
WeaponParts.Name.110514	เยือกแข็งฉับพลัน
WeaponParts.Name.110521	ทลายป้อม
WeaponParts.Name.110522	ทลายป้อม
WeaponParts.Name.110523	ทลายป้อม
WeaponParts.Name.110524	ทลายป้อม
WeaponParts.Name.110531	แม็กกาซีนหนัก
WeaponParts.Name.110532	แม็กกาซีนหนัก
WeaponParts.Name.110533	แม็กกาซีนหนัก
WeaponParts.Name.110534	แม็กกาซีนหนัก
WeaponParts.Name.110541	กลางฤดูหนาว
WeaponParts.Name.110542	กลางฤดูหนาว
WeaponParts.Name.110543	กลางฤดูหนาว
WeaponParts.Name.110544	กลางฤดูหนาว
WeaponParts.Name.110551	อุกกาบาตยักษ์
WeaponParts.Name.110552	อุกกาบาตยักษ์
WeaponParts.Name.110553	อุกกาบาตยักษ์
WeaponParts.Name.110554	อุกกาบาตยักษ์
WeaponParts.Name.110561	ช็อกวิญญาณ
WeaponParts.Name.110562	ช็อกวิญญาณ
WeaponParts.Name.110563	ช็อกวิญญาณ
WeaponParts.Name.110564	ช็อกวิญญาณ
WeaponParts.Name.110571	แผ่กระจาย
WeaponParts.Name.110572	แผ่กระจาย
WeaponParts.Name.110573	แผ่กระจาย
WeaponParts.Name.110574	แผ่กระจาย
WeaponParts.Name.110581	เหนอะหนะ
WeaponParts.Name.110582	เหนอะหนะ
WeaponParts.Name.110583	เหนอะหนะ
WeaponParts.Name.110584	เหนอะหนะ
WeaponParts.Name.110591	ฟื้นคืน
WeaponParts.Name.110592	ฟื้นคืน
WeaponParts.Name.110593	ฟื้นคืน
WeaponParts.Name.110594	ฟื้นคืน
WeaponParts.Name.110601	รอยกัดกร่อน
WeaponParts.Name.110602	รอยกัดกร่อน
WeaponParts.Name.110603	รอยกัดกร่อน
WeaponParts.Name.110604	รอยกัดกร่อน
WeaponParts.Name.110611	หัวใจแห่งจุดจบ
WeaponParts.Name.110612	หัวใจแห่งจุดจบ
WeaponParts.Name.110613	หัวใจแห่งจุดจบ
WeaponParts.Name.110614	หัวใจแห่งจุดจบ
WeaponParts.Name.110651	ขดลวดแม่เหล็ก
WeaponParts.Name.110652	ขดลวดแม่เหล็ก
WeaponParts.Name.110653	ขดลวดแม่เหล็ก
WeaponParts.Name.110654	ขดลวดแม่เหล็ก
WeaponParts.Name.110661	เหล็กหลอม
WeaponParts.Name.110662	เหล็กหลอม
WeaponParts.Name.110663	เหล็กหลอม
WeaponParts.Name.110664	เหล็กหลอม
WeaponParts.Name.110671	เพลิงพิบัติ
WeaponParts.Name.110672	เพลิงพิบัติ
WeaponParts.Name.110673	เพลิงพิบัติ
WeaponParts.Name.110674	เพลิงพิบัติ
WeaponParts.Name.110681	ยิงชุด
WeaponParts.Name.110682	ยิงชุด
WeaponParts.Name.110683	ยิงชุด
WeaponParts.Name.110684	ยิงชุด
WeaponParts.Name.110691	น้ำแข็งแกร่ง
WeaponParts.Name.110692	น้ำแข็งแกร่ง
WeaponParts.Name.110693	น้ำแข็งแกร่ง
WeaponParts.Name.110694	น้ำแข็งแกร่ง
WeaponParts.Name.110701	ราชาหิมะ
WeaponParts.Name.110702	ราชาหิมะ
WeaponParts.Name.110703	ราชาหิมะ
WeaponParts.Name.110704	ราชาหิมะ
WeaponParts.Name.110711	แรงโน้มถ่วง
WeaponParts.Name.110712	แรงโน้มถ่วง
WeaponParts.Name.110713	แรงโน้มถ่วง
WeaponParts.Name.110714	แรงโน้มถ่วง
WeaponParts.Name.110721	ธรรมดา
WeaponParts.Name.110722	หายาก
WeaponParts.Name.110723	มหากาพย์
WeaponParts.Name.110724	ตำนาน
WeaponParts.Name.110731	ปืนใหญ่ลม
WeaponParts.Name.110732	ปืนใหญ่ลม
WeaponParts.Name.110733	ปืนใหญ่ลม
WeaponParts.Name.110734	ปืนใหญ่ลม
WeaponParts.Name.110741	ใบไม้วิญญาณ
WeaponParts.Name.110742	ใบไม้วิญญาณ
WeaponParts.Name.110743	ใบไม้วิญญาณ
WeaponParts.Name.110744	ใบไม้วิญญาณ
WeaponParts.Name.110755	ดับสูญ
WeaponParts.Name.110765	ภัยพิบัติ
WeaponParts.Name.110775	ตะกละ
WeaponParts.Name.110785	บัวแดง
WeaponParts.Name.110795	นักฆ่ากังหัน
WeaponParts.Name.110811	ทัพหน้า
WeaponParts.Name.110812	ทัพหน้า
WeaponParts.Name.110813	ทัพหน้า
WeaponParts.Name.110814	ทัพหน้า
